"서명","저자","발행처","발행년도","자료유형","소장처","등록일"
"korean grammar for speaking :실전 한국어 문법: English version","송원 [지음]","송원(songwon)","2018","단행본","서울도서관","20200130"
"사랑에 대해 내가 아는 모든 것","돌리 앨더튼 지음","윌북","2019","단행본","서울도서관","20200130"
"왕자와 드레스메이커","젠 왕 지음","비룡소","2019","단행본","서울도서관","20200130"
"그곳에 한국군 '위안부'가 있었다 :식민주의와 전쟁 가부장제의 공조","김귀옥 지음","선인","2019","단행본","서울도서관","20200130"
"혐한의 계보 =嫌韓の系譜","노윤선 지음","글항아리","2019","단행본","서울도서관","20200130"
"남극점에서 본 우주 :실험 천문학자들이 쓰는 새로운 우주 기록","김준한","시공사","2019","단행본","서울도서관","20200130"
"청년들 1980년대에 맞서다 :민주화운동의 산증인 민청련 이야기","권형택","푸른역사","2019","단행본","서울도서관","20200130"
"회사가 괜찮으면 누가 퇴사해 :청년들의 불안하고 불행한 일터에 관한 보고서","천주희 지음","바틀비","2019","단행본","서울도서관","20200130"
"에너지와 기후변화","최기련 지음","자유아카데미","2018","단행본","서울도서관","20200130"
"커피와 바다 :알기 쉽게 풀어낸 바다의 상식","김성용 글?그림","자유아카데미","2019","단행본","서울도서관","20200130"
"Remembrance of architects :introduction of architecture: 건축가들의 추억건축의 이해","Kim Il-Seock professeur","ESA design","2019","단행본","서울도서관","20200130"
"반동의 시대 :공포정의 끝인가 출구인가","주명철 지음","여문책","2019","단행본","서울도서관","20200130"
"너에게 쪽지를 썼어!","리지 보이드 글?그림","Dadam education : 다담교육 젤로스","2018","단행본","서울도서관","20200130"
"주택의 공간계획을 위한 디자인 디테일 :혼마 이타루(本間至)의 디테일로 풀어낸 주택공간 노트","혼마 이타루 글쓴이","MGHBooks(엠지에이치북스)","2015","단행본","서울도서관","20200130"
"무대 뒤에 계신 하나님 :에스더","웨인 바크후이젠 지음","이레서원","2018","단행본","서울도서관","20200130"
"소외된 이들의 하나님 :룻기","캐롤린 커스티스 제임스 지음","이레서원","2018","단행본","서울도서관","20200130"
"사랑을 위한 되풀이 :황인찬 시집","황인찬 [지음]","창비","2019","단행본","서울도서관","20200130"
"교회 교의학 .IV/3-1(제11권) 화해에 관한 교의 ; 제3권1부","칼 바르트 지음","대한기독교서회","2017","단행본","서울도서관","20200130"
"함께 세상으로 :사도행전","마이클 와겐맨 지음","이레서원","2019","단행본","서울도서관","20200130"
"(최고의 주택 공간을 위한) 3D 평면배치 도해집","일본 건축가주택회 저자","MGHbooks(엠지에이치북스)","2016","단행본","서울도서관","20200130"
"케톤하는 몸 :Dr.머콜라의 최강의 저탄고지 교과서","조셉 머콜라 [지음]","판미동","2019","단행본","서울도서관","20200130"
"네 몸을 사랑하라 :성과 생명에 대한 도전과 기독교 세계관의 답변","낸시 피어시 지음","복있는사람","2019","단행본","서울도서관","20200130"
"향신료 이야기 :달콤한 미각의 역사","정한진 지음","살림","2015","단행본","서울도서관","20200130"
"스프링 부트와 AWS로 혼자 구현하는 웹 서비스 :인텔리제이 JPA JUnit 테스트 그레이들 소셜 로그인 AWS 인프라로 무중단 배포까지","이동욱 지음","프리렉","2019","단행본","서울도서관","20200130"
"우정욱의 밥 :철학과 마음을 담다","우정욱 [지음]","책책","2019","단행본","서울도서관","20200130"
"올해는 다른 크리스마스 :메이브 빈치 소설","메이브 빈치 [지음]","문학동네","2019","단행본","서울도서관","20200130"
"난장이가 쏘아 올린 작은 공 :조세희 소설집","조세희 [지음]","이성과힘","2000","단행본","서울도서관","20200130"
"염소가 웃는 순간","찬호께이 [지음]","한스미디어 : 한즈미디어","2019","단행본","서울도서관","20200130"
"여자 주인공만 모른다 :재미있는 영화 클리셰 사전","듀나 지음","제우미디어","2019","단행본","서울도서관","20200130"
"(에밀 뒤르켐의) 자살론","에밀 뒤르켐 지음","청아출판사","2019","단행본","서울도서관","20200130"
"때론 이유 없이 거절해도 괜찮습니다 :양보만 하는 사람들을 위한 관계의 기술","다카미 아야 지음","웅진지식하우스 : 웅진씽크빅","2019","단행본","서울도서관","20200130"
"(남들 앞에서도 나답게) 나를 표현하는 연습 :표현이 조금 서툰 사람들을 위한 연기 트레이닝","전훈 지음","여름오후","2019","단행본","서울도서관","20200130"
"(설우스님이 들려주는) 행복한 금강경 이야기","설우 스님 [지음]","사유수","2015","단행본","서울도서관","20200130"
"(베스트 프렌즈) 방콕 :최신판 '20~'21","안진헌 지음","중앙books","2019","단행본","서울도서관","20200130"
"러브 팩추얼리 :우리가 누군가를 어떻게 그리고 왜 사랑하는가에 대한 과학","로라 무차 지음","Being : 로크미디어","2019","단행본","서울도서관","20200130"
"보드게임하는 수학자","김종락 지음","Culture Look(컬처룩)","2019","단행본","서울도서관","20200130"
"서울의 3년 이하 퇴사자의 가게들 :하고 싶은 일 해서 행복하냐 묻는다면?","Broadcally [편]","Broadcally","2019","단행본","서울도서관","20200130"
"디지털포렌식 기술 :컴퓨터 구조와 디지털 저장매체 / 파일시스템과 운영체제 / 응용프로그램과 네트워크 / 데이터베이스","노명선","미디어북","2018","단행본","서울도서관","20200130"
"디지털포렌식 이론 :디지털 포렌식 개론 디지털 포렌식 기초실무 디지털포렌식 관련 법률","노명선","미디어북","2018","단행본","서울도서관","20200130"
"인간과 자연 :철학적 인간학 스케치","소피아 로비기 지음","가톨릭대학교출판부","2019","단행본","서울도서관","20200130"
"서(西) 북촌 이야기 .下","최준식 지음","주류성: 주류성출판사","2019","단행본","서울도서관","20200129"
"서울의 시간을 그리다 :풍경과 함께한 스케치 여행","이장희 지음","문학동네","2019","단행본","서울도서관","20200129"
"현실과 이론의 한국경제 .2 한미일 비교분석을 중심으로 =Korean economic analysis","金光洙經濟硏究所 지음","金光洙經濟硏究所","2004","단행본","서울도서관","20200129"
"철도와 근대 서울","정재정 지음","국학자료원: 국학자료원 새미","2018","단행본","서울도서관","20200129"
"2호선 서울 :황운 소설 .1","황운 [지음]","아름다움","2019","단행본","서울도서관","20200129"
"디자인 골목을 잇다","서울디자인재단 시민디자인연구소 지음","국토연구원","2015","단행본","서울도서관","20200129"
"떠나보자 저 끝 묻지 말고 :우리 문화유산 여행 서울?경기도편","김재봉 사진?글","정은출판","2019","단행본","서울도서관","20200129"
"두 도시 이야기 :서울?평양 그리고 속초?원산","JTBC <두 도시 이야기> 제작팀 지음","중앙books : 중앙일보플러스","2019","단행본","서울도서관","20200129"
"장준하 묻지 못한 진실 :장준하 의문사 사건 조사관의 대국민 보고서","고상만 지음","돌베개","2012","단행본","서울도서관","20200129"
"부산여자의 서울여행 2박3일 :Rim's Seoul story","정예림 [저]","부크크(Bookk)","2017","단행본","서울도서관","20200129"
"(지리교사의) 서울 도시 산책 도시 재생의 공간","이두현 지음","푸른길","2019","단행본","서울도서관","20200129"
"깃발 휘날리다","동학언니들 지음","모시는사람들","2015","단행본","서울도서관","20200123"
"아기 다람쥐의 모험 =Baby squirrel's adventure","신경림 시","바우솔: 풀과바람","2013","단행본","서울도서관","20200116"
"내가 사랑하는 사람 :나는 그늘이 없는 사람을 사랑하지 않는다…: 정호승 시선집","정호승 [저]","열림원","2003","단행본","서울도서관","20200116"
"책은 도끼다 :박웅현 인문학 강독회","박웅현 [지음]","북하우스: 북하우스 퍼블리셔스","2018","단행본","서울도서관","20200116"
"어린이 지식ⓔ .6 역사와 인물","EBS 지식채널ⓔ 제작팀 [지음]","지식플러스: 이비에스미디어","2015","단행본","서울도서관","20200114"
